ticker,event_time,signal,confidence
IBM,2025-09-30,buy,0.6785659790039062
IDXX,2025-09-30,buy,0.3087293207645416
IEX,2025-09-30,buy,0.4276573359966278
IFF,2025-09-30,sell,0.34542950987815857
ILMN,2025-09-30,buy,0.33073851466178894
INCY,2025-09-30,buy,0.581889271736145
INFO,2025-09-30,buy,0.37250205874443054
INTC,2025-09-30,buy,0.49990013241767883
INTU,2025-09-30,buy,0.6519549489021301
IPG,2025-09-30,buy,0.3625296354293823
IPGP,2025-09-30,buy,0.7192116975784302
IQV,2025-09-30,buy,0.6444305777549744
IR,2025-09-30,buy,0.630740225315094
ISRG,2025-09-30,sell,0.3013709783554077
JBHT,2025-09-30,buy,0.6463571190834045
JKHY,2025-09-30,sell,0.3419831693172455
JLL,2025-09-30,buy,0.3093448281288147
JPM,2025-09-30,buy,0.5102353096008301
KEY,2025-09-30,buy,0.31191831827163696
KEYS,2025-09-30,buy,0.3874256908893585
KKR,2025-09-30,sell,0.4686335623264313
KLAC,2025-09-30,buy,0.7412545084953308
KMB,2025-09-30,sell,0.3447767496109009
KMI,2025-09-30,sell,0.5792921185493469
KMX,2025-09-30,buy,0.3058582842350006
KR,2025-09-30,buy,0.38236281275749207
L,2025-09-30,buy,0.36390843987464905
LAD,2025-09-30,buy,0.3556801378726959
LH,2025-09-30,buy,0.4584537148475647
LKQ,2025-09-30,sell,0.5387223362922668
LLY,2025-09-30,sell,0.36789435148239136
LMT,2025-09-30,buy,0.5382835865020752
LNC,2025-09-30,buy,0.4370454251766205
LNT,2025-09-30,buy,0.44589436054229736
LNT,2025-09-30,buy,0.3326988220214844
LOW,2025-09-30,buy,0.307304322719574
LRCX,2025-09-30,buy,0.6631143689155579
LUMN,2025-09-30,buy,0.390289306640625
LUV,2025-09-30,buy,0.6745768189430237
LVS,2025-09-30,buy,0.5550581812858582
LW,2025-09-30,buy,0.49935948848724365
LYV,2025-09-30,buy,0.39263200759887695
MA,2025-09-30,buy,0.330721914768219
MAA,2025-09-30,sell,0.6244485378265381
MAR,2025-09-30,buy,0.5937578678131104
MAS,2025-09-30,buy,0.6671364903450012
MCK,2025-09-30,buy,0.3577214479446411
MCO,2025-09-30,buy,0.6021945476531982
MDU,2025-09-30,buy,0.38504931330680847
MEC,2025-09-30,sell,0.7313140630722046
MGM,2025-09-30,buy,0.6740504503250122
MHK,2025-09-30,sell,0.4614098370075226
MKC,2025-09-30,sell,0.3768046200275421
MLM,2025-09-30,buy,0.6270602345466614
MMC,2025-09-30,sell,0.37566497921943665
MMM,2025-09-30,sell,0.3281930387020111
MNST,2025-09-30,buy,0.3262888491153717
MOH,2025-09-30,buy,0.4000703990459442
MOS,2025-09-30,buy,0.6319974064826965
MPWR,2025-09-30,buy,0.4132055342197418
MRK,2025-09-30,sell,0.31708696484565735
MS,2025-09-30,buy,0.5543755292892456
MSI,2025-09-30,buy,0.3867376744747162
MSI,2025-09-30,buy,0.3828374445438385
MSM,2025-09-30,buy,0.6091788411140442
MSTR,2025-09-30,sell,0.3103274703025818
MTB,2025-09-30,buy,0.3339669704437256
MTD,2025-09-30,buy,0.509387731552124
MU,2025-09-30,buy,0.413728803396225
NCLH,2025-09-30,buy,0.581216037273407
NDAQ,2025-09-30,buy,0.3076344132423401
NEM,2025-09-30,buy,0.31613507866859436
NFLX,2025-09-30,buy,0.5515647530555725
NIO,2025-09-30,buy,0.5532087683677673
NOW,2025-09-30,buy,0.3407064378261566
NRG,2025-09-30,buy,0.44224780797958374
NSC,2025-09-30,buy,0.5603285431861877
NTAP,2025-09-30,buy,0.5752277970314026
NTRS,2025-09-30,sell,0.475423127412796
NUE,2025-09-30,buy,0.5819951295852661
NWS,2025-09-30,buy,0.32431814074516296
NWSA,2025-09-30,buy,0.3183733820915222
NXPI,2025-09-30,buy,0.3538595736026764
ODFL,2025-09-30,buy,0.5345730185508728
OGN,2025-09-30,buy,0.3072409927845001
OMC,2025-09-30,sell,0.4607619345188141
ORCL,2025-09-30,buy,0.4557499289512634
ORLY,2025-09-30,buy,0.39321160316467285
PCAR,2025-09-30,sell,0.35059911012649536
PDD,2025-09-30,buy,0.5409596562385559
PEG,2025-09-30,sell,0.41905298829078674
PG,2025-09-30,sell,0.3819047212600708
PGR,2025-09-30,sell,0.30717623233795166
PH,2025-09-30,buy,0.42373359203338623
PHM,2025-09-30,buy,0.44132283329963684
PM,2025-09-30,sell,0.43513357639312744
PNR,2025-09-30,buy,0.4229888319969177
PNW,2025-09-30,sell,0.5219610333442688
PPG,2025-09-30,buy,0.5952448844909668
PSX,2025-09-30,buy,0.4541606605052948
PTC,2025-09-30,buy,0.5840883851051331
PTON,2025-09-30,buy,0.656564474105835
PWR,2025-09-30,buy,0.4141901433467865
PYPL,2025-09-30,buy,0.377236008644104
PZZA,2025-09-30,buy,0.5386412143707275
QCOM,2025-09-30,buy,0.3789161443710327
QQQ,2025-09-30,buy,0.4864916205406189
QRVO,2025-09-30,buy,0.31523817777633667
RCL,2025-09-30,buy,0.361546128988266
REGN,2025-09-30,buy,0.39760908484458923
RJF,2025-09-30,buy,0.7369979619979858
RL,2025-09-30,buy,0.4793287515640259
RMD,2025-09-30,buy,0.43354928493499756
ROKU,2025-09-30,buy,0.36889925599098206
ROP,2025-09-30,sell,0.35299867391586304
ROST,2025-09-30,buy,0.539818286895752
RSG,2025-09-30,buy,0.6954135894775391
RTX,2025-09-30,buy,0.45999467372894287
SBUX,2025-09-30,buy,0.3407444655895233
SEDG,2025-09-30,buy,0.47372570633888245
SJM,2025-09-30,buy,0.38900694251060486
SLV,2025-09-30,buy,0.613693118095398
SNA,2025-09-30,buy,0.3322197198867798
SNPS,2025-09-30,buy,0.48459160327911377
SO,2025-09-30,buy,0.46996578574180603
SPG,2025-09-30,buy,0.4213706851005554
SPY,2025-09-30,buy,0.5277822017669678
SRE,2025-09-30,buy,0.5545894503593445
STT,2025-09-30,buy,0.49640950560569763
STX,2025-09-30,buy,0.3345583379268646
SWKS,2025-09-30,buy,0.37490612268447876
SYF,2025-09-30,buy,0.5119496583938599
SYK,2025-09-30,sell,0.3797011077404022
T,2025-09-30,buy,0.3883560299873352
TAP,2025-09-30,sell,0.4441535472869873
TBT,2025-09-30,sell,0.3098108172416687
TDY,2025-09-30,buy,0.602929949760437
TEL,2025-09-30,buy,0.6520621180534363
TER,2025-09-30,buy,0.3797106444835663
TFX,2025-09-30,buy,0.5616884231567383
TJX,2025-09-30,buy,0.37829354405403137
TME,2025-09-30,buy,0.3565574884414673
TMO,2025-09-30,buy,0.35511156916618347
TPR,2025-09-30,buy,0.663906455039978
TQQQ,2025-09-30,buy,0.4147926867008209
TRMB,2025-09-30,buy,0.5682277083396912
TSCO,2025-09-30,sell,0.33975616097450256
TSLA,2025-09-30,buy,0.3175857961177826
TXN,2025-09-30,sell,0.3051252067089081
TXT,2025-09-30,buy,0.42852717638015747
TYL,2025-09-30,buy,0.37716200947761536
UAL,2025-09-30,buy,0.6407142281532288
UDR,2025-09-30,sell,0.40708133578300476
UHS,2025-09-30,buy,0.44007715582847595
ULTA,2025-09-30,buy,0.514106810092926
UNP,2025-09-30,sell,0.42241284251213074
UPRO,2025-09-30,buy,0.6301109790802002
URI,2025-09-30,buy,0.7123638987541199
V,2025-09-30,sell,0.3955885171890259
VCR,2025-09-30,buy,0.5503093004226685
VFC,2025-09-30,buy,0.4199463427066803
VFH,2025-09-30,buy,0.5928220152854919
VGT,2025-09-30,buy,0.6048837900161743
VHT,2025-09-30,sell,0.5899320840835571
VIPS,2025-09-30,buy,0.5163236856460571
VLO,2025-09-30,buy,0.455774188041687
VMC,2025-09-30,buy,0.3644799590110779
VRSK,2025-09-30,buy,0.6225113272666931
VRSN,2025-09-30,sell,0.36415407061576843
VRTX,2025-09-30,buy,0.3098093867301941
VTI,2025-09-30,buy,0.5961661338806152
VTRS,2025-09-30,buy,0.46788138151168823
VUG,2025-09-30,buy,0.5944032073020935
VZ,2025-09-30,sell,0.563655436038971
WAB,2025-09-30,buy,0.5238035917282104
WAT,2025-09-30,buy,0.6506996750831604
WEC,2025-09-30,buy,0.5575552582740784
WELL,2025-09-30,buy,0.6139845252037048
WFC,2025-09-30,buy,0.5478094816207886
WM,2025-09-30,sell,0.6250767707824707
WMB,2025-09-30,buy,0.5754072070121765
WMT,2025-09-30,buy,0.48299267888069153
WRB,2025-09-30,buy,0.5328356027603149
WST,2025-09-30,buy,0.44048312306404114
WTW,2025-09-30,sell,0.3045244812965393
WYNN,2025-09-30,buy,0.49412575364112854
XLC,2025-09-30,buy,0.38343849778175354
XLE,2025-09-30,sell,0.4187520146369934
XLF,2025-09-30,buy,0.48358023166656494
XLK,2025-09-30,buy,0.3561311364173889
XLY,2025-09-30,buy,0.3641160726547241
XPEV,2025-09-30,buy,0.43033915758132935
XYL,2025-09-30,buy,0.6127347350120544
YMM,2025-09-30,buy,0.36683616042137146
YUM,2025-09-30,buy,0.524497926235199
ZBRA,2025-09-30,buy,0.5720255374908447
ZM,2025-09-30,sell,0.5988612174987793
ZTO,2025-09-30,buy,0.4418219029903412
ZTS,2025-09-30,sell,0.3172818422317505
