ticker,event_time,signal,confidence
COF,2025-09-15,buy,0.46761831641197205
COIN,2025-09-15,buy,0.3161628246307373
COO,2025-09-15,buy,0.5709725618362427
COP,2025-09-15,sell,0.5119554996490479
COST,2025-09-15,buy,0.504066526889801
CPB,2025-09-15,sell,0.3796314299106598
CPRT,2025-09-15,buy,0.3459702134132385
CRL,2025-09-15,buy,0.7324604988098145
CSCO,2025-09-15,buy,0.33135199546813965
CSGP,2025-09-15,buy,0.4443921744823456
CTAS,2025-09-15,buy,0.3276304602622986
CTVA,2025-09-15,buy,0.38236117362976074
CVS,2025-09-15,sell,0.3773258924484253
DAL,2025-09-15,buy,0.30891576409339905
DD,2025-09-15,buy,0.5467785000801086
DE,2025-09-12,buy,0.302468478679657
DELL,2025-09-15,buy,0.3691445291042328
DG,2025-09-15,buy,0.7059229016304016
DGX,2025-09-15,sell,0.3880162239074707
DHI,2025-09-12,buy,0.5827941298484802
DIS,2025-09-15,buy,0.4466121196746826
DLR,2025-09-15,sell,0.3108951151371002
DLTR,2025-09-15,buy,0.43999025225639343
DOV,2025-09-15,buy,0.3773762583732605
DPZ,2025-09-15,buy,0.30084675550460815
DTE,2025-09-15,buy,0.4803210198879242
DVA,2025-09-15,buy,0.3688775599002838
DVN,2025-09-15,buy,0.3122893273830414
DXC,2025-09-15,buy,0.37113702297210693
EA,2025-09-15,buy,0.4711626470088959
EBAY,2025-09-15,sell,0.38554903864860535
ECL,2025-09-15,buy,0.44727495312690735
ED,2025-09-12,sell,0.4712834656238556
EDU,2025-09-15,buy,0.40278366208076477
EIX,2025-09-15,buy,0.3338446617126465
EL,2025-09-15,buy,0.5160160660743713
EMN,2025-09-15,buy,0.4700951874256134
EMR,2025-09-15,buy,0.34331077337265015
ENPH,2025-09-15,buy,0.48173367977142334
EOG,2025-09-15,sell,0.3305049240589142
EPAM,2025-09-15,buy,0.3254740536212921
EQIX,2025-09-15,sell,0.37727487087249756
EQR,2025-09-15,buy,0.3301585614681244
ESS,2025-09-15,sell,0.48906880617141724
ETN,2025-09-15,buy,0.5917393565177917
ETR,2025-09-15,sell,0.5426046252250671
ETSY,2025-09-15,buy,0.44787684082984924
EXPD,2025-09-15,buy,0.6853514909744263
EXPE,2025-09-15,buy,0.5003067851066589
EXR,2025-09-15,buy,0.4500894248485565
F,2025-09-15,sell,0.40655311942100525
FANG,2025-09-15,buy,0.3847777545452118
FAST,2025-09-15,buy,0.5764908790588379
FCX,2025-09-12,buy,0.4660879969596863
FDX,2025-09-15,buy,0.37444424629211426
FE,2025-09-15,sell,0.46203380823135376
FFIV,2025-09-15,buy,0.5540579557418823
FIS,2025-09-15,sell,0.3643745183944702
FMC,2025-09-15,buy,0.5624627470970154
FOXA,2025-09-15,sell,0.4474221169948578
FRT,2025-09-15,sell,0.4227951169013977
FTI,2025-09-15,buy,0.35733890533447266
FTV,2025-09-15,buy,0.30969953536987305
GD,2025-09-15,buy,0.300500750541687
GE,2025-09-15,buy,0.3237592279911041
GILD,2025-09-15,sell,0.32416853308677673
GIS,2025-09-15,sell,0.35790374875068665
GL,2025-09-15,buy,0.38619744777679443
GLD,2025-09-15,buy,0.49712496995925903
GLW,2025-09-15,buy,0.38924792408943176
GME,2025-09-15,buy,0.38091564178466797
GOOG,2025-09-15,buy,0.4286298155784607
GOOGL,2025-09-15,buy,0.4898492097854614
GPC,2025-09-15,buy,0.30826902389526367
GPN,2025-09-15,buy,0.4160423278808594
GRMN,2025-09-15,buy,0.6251514554023743
GS,2025-09-15,buy,0.5540139079093933
GWW,2025-09-15,buy,0.6172862648963928
HAL,2025-09-15,sell,0.4499785304069519
HBAN,2025-09-15,buy,0.4155008792877197
HCA,2025-09-15,buy,0.6552755236625671
HCSG,2025-09-15,buy,0.4442935883998871
HD,2025-09-15,buy,0.30334341526031494
HIG,2025-09-15,buy,0.42437446117401123
HII,2025-09-15,buy,0.5560051202774048
HLT,2025-09-15,buy,0.5105720162391663
HOG,2025-09-15,buy,0.6490762829780579
HOLX,2025-09-15,buy,0.5726324319839478
HON,2025-09-15,buy,0.4558262228965759
HPE,2025-09-15,buy,0.30140119791030884
HRL,2025-09-15,sell,0.6045242547988892
HSIC,2025-09-15,buy,0.37154024839401245
HST,2025-09-15,buy,0.45007777214050293
HSY,2025-09-15,buy,0.4573745131492615
HUM,2025-09-15,sell,0.4266802966594696
IBM,2025-09-15,buy,0.5318421125411987
ICE,2025-09-15,buy,0.4532168209552765
IDXX,2025-09-15,buy,0.3283681273460388
IEX,2025-09-15,buy,0.31086358428001404
IFF,2025-09-15,buy,0.3698250949382782
ILMN,2025-09-15,buy,0.44372570514678955
INCY,2025-09-15,buy,0.388528972864151
INFO,2025-09-15,buy,0.37328729033470154
INTC,2025-09-15,buy,0.46661725640296936
IPGP,2025-09-15,buy,0.6002946496009827
IQV,2025-09-15,buy,0.4365040063858032
IR,2025-09-15,buy,0.6096673607826233
ISRG,2025-09-15,buy,0.3019407093524933
IT,2025-09-15,buy,0.41245439648628235
ITW,2025-09-15,buy,0.32693904638290405
IWM,2025-09-15,buy,0.3807905912399292
JBHT,2025-09-15,buy,0.6553381085395813
JD,2025-09-15,sell,0.3344893157482147
JLL,2025-09-15,buy,0.5630871057510376
JPM,2025-09-15,buy,0.45134761929512024
KEX,2025-09-15,buy,0.30282947421073914
KEYS,2025-09-15,buy,0.4154595136642456
KKR,2025-09-15,sell,0.30336469411849976
KLAC,2025-09-15,buy,0.6496075987815857
KRC,2025-09-15,buy,0.43060699105262756
L,2025-09-15,buy,0.5421225428581238
LAD,2025-09-15,buy,0.3576492667198181
LH,2025-09-15,buy,0.7235386967658997
LKQ,2025-09-15,buy,0.3605554401874542
LLY,2025-09-15,sell,0.44405126571655273
LMT,2025-09-15,buy,0.4011518359184265
LNC,2025-09-15,buy,0.5341657996177673
LOW,2025-09-15,buy,0.567084014415741
LRCX,2025-09-15,buy,0.5535813570022583
LUMN,2025-09-15,buy,0.5388872623443604
LUV,2025-09-15,buy,0.6191794872283936
LVS,2025-09-15,buy,0.4146287441253662
LW,2025-09-15,buy,0.5551708340644836
LYV,2025-09-15,buy,0.5778037309646606
MA,2025-09-15,buy,0.3456360101699829
MAR,2025-09-15,buy,0.4472687542438507
MAS,2025-09-15,buy,0.6763456463813782
MCD,2025-09-15,sell,0.36280786991119385
MCHP,2025-09-15,sell,0.35517823696136475
MCO,2025-09-15,buy,0.6137722134590149
MDLZ,2025-09-15,sell,0.38693857192993164
MDT,2025-09-15,sell,0.3755699396133423
MDU,2025-09-15,buy,0.36345306038856506
MEC,2025-09-15,sell,0.3011380434036255
META,2025-09-15,buy,0.31566759943962097
MGM,2025-09-15,buy,0.742610514163971
MHK,2025-09-15,buy,0.3667740821838379
MLM,2025-09-15,buy,0.3727622330188751
MMC,2025-09-15,sell,0.35817018151283264
MMM,2025-09-15,sell,0.49861517548561096
MNST,2025-09-15,buy,0.3495141863822937
MOH,2025-09-15,sell,0.3134036660194397
MOS,2025-09-15,buy,0.3686392605304718
MPWR,2025-09-15,buy,0.48795148730278015
MS,2025-09-15,buy,0.5809542536735535
MSI,2025-09-15,buy,0.46310725808143616
MSM,2025-09-15,buy,0.4200718402862549
MSTR,2025-09-15,sell,0.35087519884109497
MTD,2025-09-15,buy,0.32175785303115845
MU,2025-09-15,buy,0.6165825724601746
NCLH,2025-09-15,buy,0.437065452337265
NEM,2025-09-15,buy,0.636533796787262
NFLX,2025-09-15,buy,0.46599081158638
NIO,2025-09-15,buy,0.7016412019729614
NOC,2025-09-15,sell,0.3423854112625122
NOW,2025-09-15,sell,0.524035632610321
NRG,2025-09-15,buy,0.46170422434806824
NSC,2025-09-15,buy,0.5163066387176514
NTAP,2025-09-15,buy,0.36345145106315613
NTRS,2025-09-15,buy,0.3036859929561615
NUE,2025-09-15,buy,0.6289406418800354
NVDA,2025-09-15,buy,0.32252418994903564
NWL,2025-09-15,buy,0.42705926299095154
NWS,2025-09-15,buy,0.4417124092578888
NWSA,2025-09-15,buy,0.5163809061050415
NXPI,2025-09-15,buy,0.4013306200504303
ODFL,2025-09-15,buy,0.624251663684845
OGN,2025-09-12,buy,0.34889206290245056
OMC,2025-09-15,sell,0.3824484348297119
ORCL,2025-09-15,buy,0.3394305408000946
ORLY,2025-09-15,buy,0.39555010199546814
OXY,2025-09-15,sell,0.3006344437599182
PCAR,2025-09-15,buy,0.4618792235851288
PDD,2025-09-15,buy,0.35623908042907715
PFG,2025-09-15,sell,0.31283441185951233
PG,2025-09-15,buy,0.34295549988746643
PGR,2025-09-15,sell,0.3923601508140564
PH,2025-09-15,buy,0.3560310900211334
PHM,2025-09-15,buy,0.4196745753288269
PKG,2025-09-15,buy,0.5469551682472229
PM,2025-09-15,sell,0.5409115552902222
PNR,2025-09-15,buy,0.32251155376434326
PNW,2025-09-15,sell,0.5931904911994934
PPG,2025-09-15,buy,0.614492654800415
PPL,2025-09-15,sell,0.4021342396736145
PTC,2025-09-15,buy,0.5182580947875977
PTON,2025-09-15,buy,0.442618191242218
PWR,2025-09-15,sell,0.44845375418663025
PYPL,2025-09-15,buy,0.48718157410621643
PZZA,2025-09-15,buy,0.5329915881156921
QCOM,2025-09-15,buy,0.3323459327220917
QQQ,2025-09-15,buy,0.36787208914756775
QRVO,2025-09-15,buy,0.3831060528755188
RCL,2025-09-15,buy,0.3443908095359802
RJF,2025-09-15,buy,0.4889759421348572
RL,2025-09-15,buy,0.595352053642273
RMD,2025-09-15,buy,0.35035479068756104
ROKU,2025-09-15,buy,0.3938731849193573
ROP,2025-09-15,buy,0.3274553716182709
ROST,2025-09-15,buy,0.4400700032711029
RSG,2025-09-15,sell,0.5509304404258728
RTX,2025-09-12,buy,0.5411139726638794
SAP,2025-09-15,buy,0.33897390961647034
SCHW,2025-09-15,buy,0.41171640157699585
SEDG,2025-09-15,buy,0.464338481426239
SHW,2025-09-15,buy,0.47501111030578613
SJM,2025-09-15,sell,0.5013352632522583
SLV,2025-09-15,buy,0.3899342119693756
SNA,2025-09-15,buy,0.6110423803329468
SNPS,2025-09-15,buy,0.3460133671760559
SPG,2025-09-15,buy,0.36649221181869507
SPXU,2025-09-12,sell,0.6546242833137512
SPY,2025-09-15,buy,0.5908128619194031
SRE,2025-09-15,buy,0.5382236242294312
STT,2025-09-15,buy,0.6571729183197021
SWKS,2025-09-15,buy,0.361381858587265
SYK,2025-09-15,sell,0.39114663004875183
T,2025-09-15,buy,0.4352579116821289
TDY,2025-09-15,buy,0.5769566893577576
TER,2025-09-15,buy,0.6413109302520752
TFX,2025-09-15,buy,0.44058555364608765
TLT,2025-09-15,buy,0.334432989358902
TME,2025-09-15,buy,0.49234306812286377
TMF,2025-09-15,buy,0.5539305806159973
TMO,2025-09-15,sell,0.32592663168907166
TPR,2025-09-15,buy,0.5403779745101929
TQQQ,2025-09-15,buy,0.5650917291641235
TRMB,2025-09-15,buy,0.3630717098712921
TROW,2025-09-15,buy,0.378104031085968
TSCO,2025-09-15,buy,0.4692201018333435
TSLA,2025-09-15,buy,0.699580192565918
TSN,2025-09-15,sell,0.6063592433929443
TTD,2025-09-15,buy,0.3156500458717346
TXN,2025-09-15,buy,0.31186291575431824
TXT,2025-09-15,buy,0.4805223345756531
UAL,2025-09-15,buy,0.6160787343978882
UHS,2025-09-15,buy,0.42147642374038696
ULTA,2025-09-15,buy,0.4035535156726837
UNP,2025-09-15,sell,0.45403730869293213
UPRO,2025-09-15,buy,0.665558934211731
URI,2025-09-15,buy,0.5786730051040649
V,2025-09-15,sell,0.3423435389995575
VCR,2025-09-15,buy,0.41138970851898193
VDC,2025-09-15,sell,0.5135082602500916
VDE,2025-09-15,buy,0.30974799394607544
VFC,2025-09-15,buy,0.4189774990081787
VFH,2025-09-15,buy,0.49765658378601074
VGT,2025-09-15,buy,0.6479231715202332
VHT,2025-09-15,buy,0.5408248901367188
VICI,2025-09-15,buy,0.3130844533443451
VIPS,2025-09-15,buy,0.5133501291275024
VNQ,2025-09-15,sell,0.31091010570526123
VOO,2025-09-15,buy,0.6115179657936096
VOX,2025-09-15,buy,0.691559374332428
VRSK,2025-09-15,buy,0.5796701908111572
VRSN,2025-09-15,buy,0.43420401215553284
VRTX,2025-09-15,buy,0.31722962856292725
VRTX,2025-09-15,buy,0.31090354919433594
VTI,2025-09-15,buy,0.6180785894393921
VUG,2025-09-15,buy,0.686276912689209
VYM,2025-09-15,buy,0.3744059205055237
VZ,2025-09-15,sell,0.6545979976654053
WAB,2025-09-15,buy,0.40715837478637695
WAT,2025-09-15,sell,0.31224319338798523
WEC,2025-09-15,buy,0.5401896238327026
WELL,2025-09-15,buy,0.6751924753189087
WFC,2025-09-15,buy,0.6050286293029785
WRB,2025-09-15,buy,0.30900293588638306
WST,2025-09-15,buy,0.3467276394367218
WTW,2025-09-15,buy,0.4847393333911896
WY,2025-09-15,sell,0.35676658153533936
WYNN,2025-09-15,buy,0.41149547696113586
XEL,2025-09-15,buy,0.6135426759719849
XLB,2025-09-15,buy,0.33426427841186523
XLC,2025-09-15,buy,0.5853280425071716
XLE,2025-09-15,buy,0.32250261306762695
XLF,2025-09-15,buy,0.5210157632827759
XLI,2025-09-15,buy,0.6382622718811035
XLP,2025-09-15,buy,0.3333016335964203
XLV,2025-09-15,buy,0.40595704317092896
XLY,2025-09-15,buy,0.4362941384315491
XOM,2025-09-15,sell,0.42229294776916504
XPEV,2025-09-15,buy,0.41431108117103577
XYL,2025-09-15,buy,0.45309680700302124
YMM,2025-09-15,buy,0.33788159489631653
YUM,2025-09-15,buy,0.6109901070594788
ZBRA,2025-09-15,buy,0.5089784264564514
ZION,2025-09-15,sell,0.3470800817012787
ZM,2025-09-15,buy,0.3962855637073517
ZTS,2025-09-15,sell,0.5822510123252869
